Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	q_01	q_10	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
95	-2886.84	-2867.21	-19.6275	1.57597	1.6257	1.64544	1.69736	0.454873	0.485937	0.0431358	-1.91999	0.262613	8.598591	1.470424	0.4104604	0.208337	0.00152524	0.764436	0.0257026	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	0.899306
96	-2888.35	-2868.72	-19.6275	1.57597	1.6257	1.64544	1.69736	0.454873	0.485937	0.0431358	-1.91999	0.262613	8.598591	1.470424	0.4104604	0.735468	0.00538438	0.168413	0.0907352	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	0.899306
97	-2887.05	-2868.72	-18.3305	1.57597	1.6257	1.64544	1.69736	0.454873	0.485937	0.0431358	1.04517	0.262613	8.598591	1.470424	0.4104604	0.735468	0.00538438	0.168413	0.0907352	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	0.899306
98	-2886.78	-2867.59	-19.1866	1.57597	1.6257	1.64544	1.69736	0.454873	0.485937	0.0431358	1.04517	0.262613	8.598591	1.470424	0.4104604	0.424291	0.00310625	0.520257	0.0523451	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	1.75538
99	-2887.24	-2868.5	-18.7387	1.57597	1.6257	1.64544	1.69736	0.454873	0.485937	0.0431358	-0.44343	0.262613	8.598591	1.470424	0.4104604	0.698131	0.00511103	0.210629	0.0861289	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	1.75538
100	-2886.74	-2867.63	-19.1109	1.57597	1.6257	1.64544	1.69736	0.454873	0.485937	0.0431358	-0.970101	0.262613	8.598591	1.470424	0.4104604	0.280671	0.0121792	0.501911	0.205238	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	1.75538
101	-2886.67	-2867.34	-19.3273	1.57597	1.6257	1.64544	1.69736	0.454873	0.485937	0.0431358	1.17208	0.262613	8.598591	1.470424	0.4104604	0.0382587	0.0162835	0.671055	0.274403	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	1.75538
102	-2885.83	-2867.52	-18.3076	1.57597	1.6257	1.64544	1.69736	0.454873	0.485937	0.0431358	0.64814	0.262613	8.598591	1.470424	0.4104604	0.031819	0.0822611	0.558102	0.327818	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	1.21259
103	-2885.12	-2866.17	-18.951	1.57569	1.6257	1.64515	1.69736	0.454695	0.485937	0.0431358	1.46417	0.262613	8.598591	1.470424	0.4104604	0.0434465	0.112322	0.762049	0.0821827	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	0.993828
104	-2884.66	-2865.71	-18.9507	1.57569	1.6257	1.64515	1.69736	0.454695	0.485937	0.0431358	1.46417	0.262613	8.598329	1.470424	0.4104604	0.0852927	0.220506	0.532863	0.161338	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	0.993828
105	-2885.39	-2866.44	-18.9508	1.57569	1.6257	1.64515	1.69736	0.454695	0.485937	0.0431358	1.46417	0.262613	8.598387	1.470424	0.4104604	0.0852927	0.220506	0.532863	0.161338	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	0.993828
106	-2885.69	-2866.44	-19.254	1.57569	1.6257	1.64515	1.69736	0.454695	0.485937	0.0431358	-1.87849	0.262613	8.598387	1.470424	0.4104604	0.0852927	0.220506	0.532863	0.161338	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	0.604643
107	-2884.97	-2866.44	-18.5295	1.57569	1.6257	1.64515	1.69736	0.454695	0.485937	0.0431358	-1.44212	0.262613	8.598387	1.470424	0.4104604	0.0852927	0.220506	0.532863	0.161338	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	0.604643
108	-2886.35	-2868.6	-17.7503	1.57569	1.6257	1.64515	1.69736	0.454695	0.485937	0.0431358	-0.721964	0.262613	8.598387	1.470424	0.4104604	0.0425907	0.110109	0.421454	0.425846	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	0.604643
109	-2885.82	-2868.07	-17.7501	1.57569	1.6257	1.64515	1.69736	0.454695	0.485937	0.0431358	-0.721964	0.262613	8.598206	1.470424	0.4104604	0.0461024	0.036734	0.456204	0.460959	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	0.604643
110	-2887.82	-2869.42	-18.3994	1.57569	1.6257	1.64515	1.69736	0.454695	0.485937	0.0431358	-0.721964	0.262596	8.598206	1.470424	0.4104604	0.288157	0.0367999	0.213258	0.461785	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	1.25392
111	-2884.93	-2865.73	-19.207	1.57547	1.6257	1.64491	1.69736	0.454552	0.485937	0.0431358	-1.97926	0.2626104	8.598206	1.470424	0.4104604	0.412613	0.0303659	0.175973	0.381048	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	0.363182
112	-2882.26	-2864.08	-18.179	1.57547	1.6257	1.64491	1.69736	0.454552	0.485937	0.0431358	1.14999	0.2626104	8.598206	1.470424	0.4104604	0.00547107	0.0088736	0.91431	0.0713455	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	0.632676
113	-2884.65	-2865.5	-19.1513	1.57547	1.6257	1.64491	1.69736	0.454552	0.485937	0.0431358	1.12334	0.2626104	8.598206	1.470424	0.4104604	0.0497882	0.0807522	0.220196	0.649263	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	1.63533
114	-2883.03	-2865.5	-17.5259	1.57547	1.6257	1.64491	1.69736	0.454552	0.485937	0.0431358	-0.77506	0.2626104	8.598206	1.470424	0.4104604	0.0497882	0.0807522	0.220196	0.649263	2.88503	1.7237	25.4525	15.2069	1.05954	0.544471	2.17728	0.340447
115	-2883.09	-2865.95	-17.1359	1.57547	1.62563	1.64491	1.69728	0.454552	0.485893	0.0431358	0.459302	0.2626104	8.599527	1.470424	0.4104604	0.0490502	0.0943791	0.216932	0.639639	2.88503	1.72361	25.4525	15.2061	1.05954	0.544419	2.17728	0.143877
116	-2883.85	-2865.95	-17.9	1.57547	1.62563	1.64491	1.69728	0.454552	0.485893	0.0431358	1.2168	0.2626104	8.599527	1.470424	0.4104604	0.0490502	0.0943791	0.216932	0.639639	2.88503	1.72361	25.4525	15.2061	1.05954	0.544419	2.17728	0.273197
117	-2882.87	-2864.78	-18.0877	1.57547	1.62563	1.64491	1.69728	0.454552	0.485893	0.0431358	1.36234	0.2626104	8.599527	1.470424	0.4104604	0.0865324	0.1665	0.699235	0.0477327	2.88503	1.72361	25.4525	15.2061	1.05954	0.544419	2.17728	0.273197
118	-2882.76	-2864.41	-18.3485	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	-1.49096	0.2626104	8.599527	1.470424	0.4104604	0.192834	0.146525	0.615349	0.0452912	2.88503	1.72361	25.4525	15.2061	1.05954	0.544419	2.17728	0.350548
119	-2884.31	-2865.89	-18.425	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	-1.49096	0.2626104	8.599527	1.470424	0.4104604	0.517774	0.219725	0.140891	0.12161	2.88503	1.72361	25.4525	15.2061	1.05954	0.544419	2.17728	0.427011
120	-2882.67	-2864.25	-18.425	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	-1.49096	0.2626104	8.599527	1.470424	0.4104604	0.166063	0.0704713	0.724462	0.0390035	2.88503	1.72361	25.4525	15.2061	1.05954	0.544419	2.17728	0.427011
121	-2886.29	-2865.86	-20.4238	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	-1.49096	0.2626104	8.599527	1.470424	0.4104604	0.792617	0.0555464	0.14408	0.00775694	2.88503	1.72361	25.4525	15.2061	1.05954	0.544419	2.17728	2.42587
122	-2886.02	-2866.48	-19.5431	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	0.679338	0.2626104	8.599527	1.470424	0.4104604	0.427963	0.490054	0.077794	0.00418826	2.88503	1.72361	25.4525	15.2061	1.05954	0.544419	2.17728	2.42587
123	-2886.71	-2867.16	-19.5434	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	0.679338	0.2626104	8.599527	1.470424	0.4104604	0.106118	0.765774	0.121563	0.0065447	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	2.42587
124	-2883.09	-2865.84	-17.2572	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	-0.808351	0.2626104	8.599527	1.470424	0.4104604	0.0654669	0.472426	0.458069	0.0040376	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	0.0437491
125	-2881.9	-2864.81	-17.0861	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	-0.548872	0.262641	8.599527	1.470424	0.4104604	0.0318534	0.489419	0.474545	0.00418283	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	0.0486443
126	-2883.66	-2865.02	-18.638	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	-0.548872	0.262641	8.599527	1.470424	0.4104604	0.326526	0.282347	0.385607	0.00551919	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	1.60061
127	-2882.99	-2864.35	-18.638	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	-0.548872	0.262641	8.599527	1.470424	0.4104604	0.115348	0.120193	0.751463	0.0129964	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	1.60061
128	-2883.34	-2864.66	-18.6811	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	-0.622344	0.262641	8.599527	1.470424	0.4104604	0.084697	0.35398	0.55178	0.00954289	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	1.60061
129	-2883.3	-2864.62	-18.6811	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	-0.622344	0.262641	8.599527	1.470424	0.4104604	0.0464882	0.368756	0.574814	0.00994126	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	1.60061
130	-2883.3	-2864.62	-18.6811	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	-0.622344	0.262641	8.599527	1.470424	0.4104604	0.0464882	0.368756	0.574814	0.00994126	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	1.60061
131	-2882.72	-2864.33	-18.3846	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	-0.443074	0.262641	8.599527	1.470424	0.4104604	0.0973994	0.113218	0.768554	0.0208284	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	1.39964
132	-2884.17	-2864.33	-19.8345	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	0.391782	0.262641	8.599527	1.470424	0.4104604	0.0973994	0.113218	0.768554	0.0208284	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	2.87095
133	-2881.98	-2864.88	-17.0973	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	0.391782	0.262641	8.599527	1.470424	0.4104604	0.23376	0.0653392	0.44354	0.25736	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	0.133726
134	-2881.97	-2864.88	-17.0929	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	-0.416842	0.262641	8.599527	1.470424	0.4104604	0.23376	0.0653392	0.44354	0.25736	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	0.119205
135	-2882.21	-2864.85	-17.3524	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	-0.832412	0.262641	8.599527	1.470424	0.4104604	0.213227	0.0670901	0.455426	0.264257	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	0.119205
136	-2881.79	-2864.85	-16.9398	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	-0.071461	0.262641	8.599527	1.470424	0.4104604	0.213227	0.0670901	0.455426	0.264257	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	0.0504531
137	-2884.08	-2866.61	-17.4651	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	0.52327	0.262641	8.599527	1.470424	0.4104604	0.518779	0.0815755	0.0783337	0.321312	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	0.441406
138	-2885.14	-2866.61	-18.5245	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	0.52327	0.262641	8.599527	1.470424	0.4104604	0.518779	0.0815755	0.0783337	0.321312	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	1.50076
139	-2883.07	-2864.62	-18.447	1.57547	1.62563	1.64466	1.69702	0.454552	0.485893	0.0429803	0.52327	0.262641	8.599737	1.471049	0.4104604	0.0445262	0.0879426	0.839953	0.0275779	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	1.42229
140	-2884.18	-2865.84	-18.3329	1.57569	1.62563	1.64489	1.69702	0.454693	0.485893	0.0429803	-0.214135	0.262641	8.599737	1.471049	0.410486	0.0662421	0.124094	0.40616	0.403505	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	1.42229
141	-2885.99	-2867.55	-18.443	1.57569	1.62563	1.64489	1.69702	0.454693	0.485893	0.0429803	0.515787	0.262641	8.599737	1.471049	0.410486	0.103324	0.193561	0.0737285	0.629386	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	1.42229
142	-2885.73	-2867.29	-18.443	1.57569	1.62563	1.64489	1.69702	0.454693	0.485893	0.0429803	0.515787	0.262641	8.599737	1.471049	0.410486	0.0541353	0.0327856	0.0957454	0.817334	2.88503	1.72361	25.4587	15.2098	1.05954	0.544419	2.17752	1.42229
143	-2887.36	-2868.57	-18.7943	1.57546	1.62563	1.64465	1.69702	0.454548	0.485893	0.0429803	-1.85802	0.262641	8.599737	1.471049	0.410486	0.0541988	0.0316511	0.0958577	0.818292	2.88503	1.72361	25.4584	15.2096	1.05954	0.544419	2.17751	0.180256
144	-2884.95	-2867.87	-17.0793	1.57546	1.62563	1.64465	1.69702	0.454548	0.485893	0.0429803	0.148313	0.262641	8.599737	1.471049	0.410486	0.162125	0.0946783	0.28674	0.456456	2.88503	1.7234	25.4584	15.2078	1.05954	0.544298	2.17751	0.180256
145	-2886.18	-2866.64	-19.5408	1.57546	1.62563	1.64465	1.69702	0.454548	0.485893	0.0429803	-0.583075	0.262641	8.599737	1.471049	0.410486	0.107327	0.0937234	0.347097	0.451853	2.88503	1.72361	25.4584	15.2097	1.05954	0.544424	2.17751	2.48291
146	-2885.9	-2867.83	-18.0697	1.57546	1.62563	1.64465	1.69702	0.454548	0.485893	0.0429803	1.27707	0.262641	8.599737	1.471049	0.410486	0.0565186	0.387159	0.318375	0.237947	2.88503	1.72378	25.4584	15.2111	1.05954	0.544517	2.17751	0.366485
147	-2889.16	-2871.3	-17.8579	1.57546	1.62537	1.64443	1.69652	0.454548	0.485735	0.0428461	1.27707	0.262641	8.599737	1.471049	0.410486	0.0255606	0.175093	0.143985	0.655361	2.88467	1.72378	25.447	15.2062	1.05941	0.544517	2.17719	0.154766
148	-2890.15	-2871.67	-18.4813	1.57546	1.62537	1.64425	1.69634	0.454548	0.485735	0.0427366	-1.69658	0.262641	8.599737	1.470797	0.410486	0.183037	0.146797	0.120716	0.54945	2.88467	1.72378	25.447	15.2062	1.05941	0.544517	2.17719	0.154766
149	-2888.27	-2870.16	-18.1046	1.57572	1.62537	1.64453	1.69634	0.454715	0.485735	0.0427366	1.45523	0.262641	8.599737	1.470797	0.410486	0.239371	0.138778	0.102414	0.519437	2.88467	1.72378	25.447	15.2062	1.05941	0.544517	2.17719	0.158673
150	-2887.93	-2869.92	-18.005	1.57572	1.62537	1.64453	1.69634	0.454715	0.485735	0.0427366	1.45523	0.262641	8.599737	1.470797	0.410486	0.108918	0.177165	0.130743	0.583174	2.88467	1.72378	25.447	15.2062	1.05941	0.544517	2.17719	0.0590522
151	-2889.38	-2870.89	-18.4877	1.57572	1.62537	1.64453	1.69634	0.454715	0.485735	0.0427366	1.45523	0.262641	8.599737	1.470797	0.410486	0.581296	0.0859882	0.0496682	0.283047	2.88467	1.72378	25.447	15.2062	1.05941	0.544517	2.17719	0.541823
152	-2891.81	-2871	-20.8095	1.57572	1.62527	1.64453	1.69624	0.454715	0.485675	0.0427366	0.341217	0.262641	8.599737	1.470797	0.410486	0.581296	0.0859882	0.0496682	0.283047	2.88467	1.72378	25.447	15.2062	1.05941	0.544517	2.17719	3.8641
153	-2888.06	-2868.62	-19.4358	1.57572	1.62527	1.64453	1.69624	0.454715	0.485675	0.0427366	0.341217	0.2626579	8.598769	1.470797	0.410486	0.210109	0.0899944	0.506544	0.193353	2.88467	1.72378	25.447	15.2062	1.05941	0.544517	2.17719	2.49142
154	-2886.32	-2868.99	-17.3381	1.576	1.62527	1.64481	1.69624	0.454889	0.485675	0.0427366	0.341217	0.2626579	8.598769	1.470797	0.410486	0.103551	0.0712727	0.729884	0.0952926	2.88467	1.72378	25.447	15.2062	1.05941	0.544517	2.17719	0.393942
155	-2887.34	-2870	-17.337	1.576	1.6251	1.64481	1.69606	0.454889	0.48557	0.0427366	0.341217	0.2626579	8.598769	1.469894	0.410486	0.171562	0.114614	0.555944	0.15788	2.88467	1.72378	25.447	15.2062	1.05941	0.544517	2.17719	0.393942
156	-2891.35	-2874.01	-17.3382	1.576	1.6251	1.64517	1.69642	0.454889	0.48557	0.0429523	0.341217	0.2626579	8.598397	1.471052	0.410486	0.760956	0.128903	0.0817073	0.0284333	2.88467	1.72378	25.447	15.2062	1.05941	0.544517	2.17719	0.393942
157	-2894.68	-2877.51	-17.1772	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	0.341217	0.2625951	8.598397	1.471052	0.410486	0.617877	0.292692	0.0663442	0.0230871	2.88467	1.72378	25.4397	15.2018	1.05941	0.544517	2.1769	0.233097
158	-2881.67	-2863.9	-17.7735	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	0.341217	0.2625951	8.597837	1.471013	0.410243	0.382965	0.181413	0.421313	0.0143096	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	0.83025
159	-2883.15	-2865.38	-17.7735	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	0.341217	0.2625951	8.597837	1.471013	0.410243	0.315888	0.576426	0.0956682	0.012018	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	0.83025
160	-2881.4	-2863.11	-18.2889	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	1.07108	0.2625951	8.597837	1.471013	0.410243	0.0176128	0.0585531	0.922613	0.00122078	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	0.83025
161	-2881.8	-2863.51	-18.2889	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	1.07108	0.2625951	8.597837	1.471013	0.410243	0.0117705	0.370838	0.616576	0.000815839	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	0.83025
162	-2881.48	-2863.52	-17.9661	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	1.07108	0.2625951	8.597837	1.471013	0.410243	0.0117579	0.370443	0.615918	0.00188103	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	0.507379
163	-2882.41	-2863.41	-19.0004	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	1.07108	0.2625951	8.597837	1.471013	0.410243	0.013126	0.29719	0.687584	0.0020999	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	1.54175
164	-2881.89	-2864.56	-17.3298	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	0.766498	0.2625951	8.597837	1.471548	0.410243	0.0146228	0.33108	0.651958	0.00233936	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	0.150217
165	-2887.34	-2867.99	-19.348	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	-0.759376	0.2625478	8.596807	1.471548	0.410496	0.0282608	0.639863	0.327355	0.00452116	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	2.17437
166	-2880.95	-2861.86	-19.0856	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	-2.07258	0.2625479	8.596807	1.471548	0.4102473	0.0399354	0.49109	0.462586	0.00638886	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	0.0530708
167	-2882.47	-2861.31	-21.1661	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	-2.07258	0.2625479	8.596807	1.471548	0.4102473	0.0694471	0.120594	0.804429	0.00552991	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	2.1336
168	-2884.45	-2861.31	-23.1394	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	-2.87091	0.2625479	8.596807	1.471548	0.4102473	0.0694471	0.120594	0.804429	0.00552991	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	2.1336
169	-2881.46	-2861.71	-19.7498	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	0.466573	0.2625479	8.596807	1.471548	0.4102473	0.164666	0.285939	0.536283	0.013112	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	2.75627
170	-2881.03	-2861.37	-19.6556	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	0.171213	0.2625479	8.596807	1.471548	0.4102473	0.0829551	0.136977	0.752379	0.0276886	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	2.75627
171	-2881.1	-2861.37	-19.7258	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	-0.411851	0.2625479	8.596807	1.471548	0.4102473	0.0829551	0.136977	0.752379	0.0276886	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	2.75627
172	-2881.1	-2861.37	-19.7258	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	-0.411851	0.2625479	8.596807	1.471548	0.4102473	0.0829551	0.136977	0.752379	0.0276886	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	2.75627
173	-2879.36	-2861.37	-17.9867	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	-0.51341	0.2625479	8.596807	1.471548	0.4102473	0.0829551	0.136977	0.752379	0.0276886	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	0.97017
174	-2881.54	-2863.55	-17.9867	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	-0.51341	0.2625479	8.596807	1.471548	0.4102473	0.171233	0.310652	0.0852471	0.432869	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	0.97017
175	-2883.52	-2865.14	-18.3802	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	1.02503	0.2625479	8.596807	1.471548	0.4102473	0.243741	0.308717	0.0173685	0.430174	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	0.97017
176	-2883.28	-2864.86	-18.4215	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	1.02503	0.2625479	8.596807	1.471548	0.4102473	0.322454	0.085476	0.0229774	0.569093	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	1.0114
177	-2881.38	-2863.34	-18.0392	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	0.535027	0.2625479	8.596807	1.471548	0.4102473	0.295142	0.0782363	0.10573	0.520892	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	1.0114
178	-2880.52	-2862.03	-18.487	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	-1.0871	0.2625479	8.596807	1.471548	0.4102473	0.148926	0.288207	0.389486	0.173381	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	1.0114
179	-2878.71	-2861.3	-17.4101	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	0.23519	0.2625479	8.596807	1.471548	0.4102473	0.0468299	0.0906268	0.808023	0.0545198	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	0.49772
180	-2880.17	-2861.3	-18.8635	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	1.72106	0.2625479	8.596807	1.471548	0.4102473	0.0468299	0.0906268	0.808023	0.0545198	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	0.49772
181	-2879.08	-2861.57	-17.5064	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	-0.498	0.2625479	8.596807	1.471548	0.4102473	0.0357236	0.187254	0.61639	0.160632	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	0.49772
182	-2880	-2862.49	-17.5064	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	-0.498	0.2625479	8.596807	1.471548	0.4102473	0.34948	0.399791	0.245483	0.00524619	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	0.49772
183	-2880.56	-2862.62	-17.9375	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	-0.498	0.2625479	8.596807	1.471548	0.4102473	0.307411	0.472042	0.215932	0.00461467	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	0.928815
184	-2883.55	-2863.4	-20.1454	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	-0.498	0.2625479	8.596807	1.471548	0.4102473	0.102507	0.794183	0.0991161	0.00419308	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	3.13664
185	-2883.25	-2861.69	-21.5513	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	1.74925	0.2625479	8.596807	1.471548	0.4102473	0.0517078	0.40061	0.545567	0.00211511	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	3.13664
186	-2880.66	-2862.02	-18.6368	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	1.74925	0.2625479	8.596807	1.471548	0.4102473	0.313629	0.28996	0.39488	0.00153091	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	0.222172
187	-2880.87	-2862.23	-18.6368	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	1.74925	0.2625479	8.596807	1.471548	0.4102473	0.168602	0.512091	0.318074	0.00123314	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	0.222172
188	-2884.76	-2862.23	-22.5279	1.57585	1.6251	1.6447	1.6961	0.454797	0.48557	0.0427614	1.74925	0.2625479	8.596807	1.471548	0.4102473	0.168602	0.512091	0.318074	0.00123314	2.88523	1.72378	25.454	15.2074	1.05961	0.544517	2.17727	4.11327
